Year ,Date,Time,Recorder,Measurer,Bander ,Other Field Crew ,Box_ID,Adult_in_Box,Nest_Status,Gull_Nest_Within_1m,Number_Eggs,Number_Live_Chicks,Number_Dead_Chicks,Egg_Shells,Egg1_New_Prev,Egg1_Weight,Egg1_Width,Egg1_Length,Egg2_New_Prev,Egg2_Weight,Egg2_Width,Egg2_Length,Chick1_Left_Wing_Chord,Chick1_Left_Tarsus,Chick1_Bill_Length,Chick1_Bill_Depth,Chick1_Weight,Chick2_Left_Wing_Chord,Chick2_Left_Tarsus,Chick2_Bill_Length,Chick2_Bill_Depth,Chick2_Weight,Notes,Nest_Box_Photo
2024,8/20/2024,12:59,Eric Wagner,,,Alex Coenen,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:19,Alex Coenen,,,Matt Farr,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,11:10,Jessie Beck,Eric Wagner,Eric Wagner ,,MAR_13,Yes,Live Eggs in Box ,No,2,0,0,0,New,56,41.1,63.2,New,55,41.2,61.6,,,,,,,,,,,Eggs warm ,
2024,6/6/2024,14:54,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_13,No,Live Eggs in Box ,Yes (nest structure only),2,0,0,0,Prev,54,41,63.2,Prev,51,40.8,61.5,,,,,,,,,,,,
2024,6/13/2024,11:42,Alex Coenen,Eric Wagner,,,MAR_13,No,Live Eggs in Box ,Yes (nest with eggs),2,0,0,0,Prev,53,NA,NA,Prev,52,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:45,Sarah Converse ,Eric Wagner,,,MAR_13,No,Live chicks in box ,Yes,0,2,0,0,,,,,,,,,25,21.9,14,5.8,53,23,21,13.8,5.7,51,,
2024,6/26/2024,10:08,Amelia DuVall,Sarah Converse,,Alex Coenen,MAR_13,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,40,30.4,18.9,8.8,163,43,28.6,17.1,8.2,140,,
2024,7/2/2024,16:12,Alex Coenen,,,,MAR_13,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,12:52,Alex Coenen,Sarah Converse,Sarah Converse,Eric Wagner,MAR_13,No,Live chicks in box ,Yes (nest with chicks),0,2,0,0,,,,,,,,,92,35.1,23.3,10,198,96,35.4,23,9.7,295,,
2024,7/16/2024,12:25,Alex Coenen,,,,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,12:38,Nate Redon,,,,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:59,Alex Coenen,,,Eric Wagner,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:47,Alex Coenen,,,Timothy Chen,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:35,Alex Coenen,,,Eve Hallock,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,12:58,Eric Wagner,,,Alex Coenen,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:19,Alex Coenen,,,Matt Farr,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_13,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:03,Alex Coenen,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,13:26,Sarah Converse ,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,11:47,Amelia DuVall,,,Alex Coenen,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,14:42,Alex Coenen,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,9:57,Sarah Converse ,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,"signs of use, lot of feathers",
2024,7/16/2024,13:00,Sarah Converse ,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:05,Nate Redon,,,,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:25,Alex Coenen,,,Eric Wagner,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:55,Alex Coenen,,,Eve Hallock,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:06,Alex Coenen,,,Eric Wagner,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:38,Alex Coenen,,,Matt Farr,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_01,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:04,Alex Coenen,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,some possible nest scrapping,
2024,6/18/2024,13:26,Sarah Converse ,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,11:48,Amelia DuVall,,,Alex Coenen,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,14:42,Alex Coenen,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,9:57,Sarah Converse ,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:00,Sarah Converse ,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:05,Nate Redon,,,,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:25,Alex Coenen,,,Eric Wagner,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:55,Alex Coenen,,,Eve Hallock,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:06,Alex Coenen,,,Eric Wagner,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:38,Alex Coenen,,,Matt Farr,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_02,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:04,Alex Coenen,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,13:26,Sarah Converse ,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,11:48,Amelia DuVall,,,Alex Coenen,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/2/2024,14:43,Alex Coenen,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,9:57,Sarah Converse ,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:00,Sarah Converse ,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:05,Nate Redon,,,,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:26,Alex Coenen,,,Eric Wagner,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:55,Alex Coenen,,,Eve Hallock,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:07,Alex Coenen,,,Eric Wagner,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:40,Alex Coenen,,,Matt Farr,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_03,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_04,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_04,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:11,Alex Coenen,,,,MS_04,Yes,Live Eggs in Box ,No,1,0,0,0,New,53,38.7,61.2,,,,,,,,,,,,,,,"One egg previously crushed, one egg untouched. Seemed freshly crushed by bird; bird was picked up by entrance of nest box.",
2024,6/18/2024,13:28,Eric Wagner,Sarah Converse ,Sarah Converse ,,MS_04,Yes,Live Eggs in Box ,No,1,0,0,0,Prev,49,NA,NA,,,,,,,,,,,,,,,Egg was broken last time ,
2024,6/26/2024,11:50,Amelia DuVall,Alex Coenen,,,MS_04,Yes,Live Eggs in Box ,No,1,0,0,0,Prev,56,,,,,,,,,,,,,,,,,,
2024,7/2/2024,14:46,Alex Coenen,,,,MS_04,No,Empty - Previously had eggs but none present,No,0,0,0,0,,,,,,,,,,,,,,,,,,,"One egg previously found cracked, other egg missing. Could be ejected from box by parent or potentially chipmunk predation?",
2024,7/9/2024,9:57,Sarah Converse ,,,,MS_04,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,failed,
2024,7/16/2024,13:02,Sarah Converse ,,,,MS_04,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:05,Nate Redon,,,,MS_04,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:27,Alex Coenen,,,Eric Wagner,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:56,Alex Coenen,,,Eve Hallock,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:07,Alex Coenen,,,Eric Wagner,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:41,Alex Coenen,,,Matt Farr,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_05,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_05,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:25,Alex Coenen,,,,MS_05,Yes,Live Eggs in Box ,No,1,0,0,0,New,60,41,66.8,,,,,,,,,,,,,,,,
2024,6/18/2024,13:47,Eric Wagner,Sarah Converse ,Sarah Converse ,,MS_05,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,61,41,66.7,New,65,41,65.4,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_05,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didnt check due to weather,
2024,7/2/2024,14:47,Alex Coenen,Eric Wagner,,,MS_05,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,58,,,Prev,60,,,,,,,,,,,,,super warm eggs,
2024,7/9/2024,10:00,Sarah Converse ,Eric Wagner,,Alex Coenen,MS_05,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,55,,,Prev,55,,,,,,,,,,,,,,
2024,7/16/2024,13:02,Sarah Converse ,Alex Coenen,,,MS_05,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,22,17.1,10.2,7.3,34,18,17.3,9.2,6.6,36,,
2024,7/23/2024,13:10,Nate Redon,,,,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,"Tiny chicks missing from last week, no dead chicks found nearby. Chipmunk? ",
2024,7/31/2024,12:27,Alex Coenen,,,Eric Wagner,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:56,Alex Coenen,,,Eve Hallock,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:11,Alex Coenen,,,Eric Wagner,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:41,Alex Coenen,,,Matt Farr,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:33,Alex Coenen,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:09,Sarah Converse ,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_06,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didnt check due to weather,
2024,7/2/2024,14:58,Alex Coenen,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,ton of dust on top of box and in surrounding area,
2024,7/9/2024,10:04,Sarah Converse ,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:11,Sarah Converse ,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:12,Nate Redon,,,,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:28,Alex Coenen,,,Eric Wagner,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:20,Alex Coenen,,,Timothy Chen,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:56,Alex Coenen,,,Eve Hallock,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:11,Eric Wagner,,,Alex Coenen,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:44,Alex Coenen,,,Matt Farr,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_06,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:34,Alex Coenen,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/18/2024,14:09,Sarah Converse ,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/26/2024,NA,,,,,MS_07,UNK,,,,,,,,,,,,,,,,,,,,,,,,,Didnt check due to weather,
2024,7/2/2024,14:59,Alex Coenen,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,10:05,Sarah Converse ,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,13:12,Sarah Converse ,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,13:12,Nate Redon,,,,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,12:30,Alex Coenen,,,Eric Wagner,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,12:21,Alex Coenen,,,Timothy Chen,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:57,Alex Coenen,,,Eve Hallock,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,11:12,Eric Wagner,,,Alex Coenen,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:44,Alex Coenen,,,Matt Farr,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:30,Sarah Converse,,,Alex Coenen,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MS_07,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MS_08,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,12:40,Sarah Converse ,,,,MS_08,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/13/2024,12:35,Alex Coenen,,,,MS_08,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
